// annotations..
=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.11.09 15:46:44 =~=~=~=~=~=~=~=~=~=~=~=
// build date
lithiumtester Nov  9 2021 15:45:41
start setup..
setup done
// show commands and store volts setting
?
<n> sel 0-6
log
full cycle
chg
disch
store
xit
z-disabl
ana raw
*-reset
build
rv=3800
// start full cycle all
1f2f3f4f5f6f
// s=status change, l=log
s,c:1,chg v=3.752
s,c:2,chg v=3.755
s,c:3,chg v=3.598
s,c:4,chg v=3.957
s,c:5,chg v=3.963
s,c:6,chg v=4.145
// analog raw values
a
953 953 931 993 992 1000
// headers:
//  log or status
//  cell
//  rolling time minutes
//  time in current state minutes
//  state
//  cell volts - if in pause then last pause volts
//  capacity from discharge
//  charge delta - last value is just before charge end
//  discharge delta
//  discharge delta at 3.7V
l,c:1,7,6,chg,4.038,0.000,223,0,0
l,c:2,7,6,chg,4.040,0.000,223,0,0
l,c:3,7,6,chg,3.972,0.000,265,0,0
l,c:4,7,6,chg,4.172,0.000,162,0,0
l,c:5,7,6,chg,4.174,0.000,158,0,0
l,c:6,7,6,chg,4.195,0.000,39,0,0
l,c:1,8,7,chg,4.041,0.000,223,0,0
l,c:2,8,7,chg,4.043,0.000,223,0,0
l,c:3,8,7,chg,3.978,0.000,265,0,0
l,c:4,8,7,chg,4.172,0.000,162,0,0
l,c:5,8,7,chg,4.177,0.000,158,0,0
l,c:6,8,6,chg,4.194,0.000,38,0,0
l,c:1,9,8,chg,4.044,0.000,223,0,0
l,c:2,9,8,chg,4.047,0.000,223,0,0
l,c:3,9,8,chg,3.980,0.000,265,0,0
l,c:4,9,8,chg,4.174,0.000,162,0,0
l,c:5,9,8,chg,4.178,0.000,158,0,0
l,c:6,9,7,chg,4.193,0.000,38,0,0
l,c:1,10,9,chg,4.043,0.000,220,0,0
l,c:2,10,9,chg,4.044,0.000,218,0,0
l,c:3,10,9,chg,3.978,0.000,259,0,0
l,c:4,10,9,chg,4.175,0.000,155,0,0
l,c:5,10,9,chg,4.176,0.000,151,0,0
l,c:6,10,8,chg,4.194,0.000,38,0,0
l,c:1,11,10,chg,4.046,0.000,220,0,0
l,c:2,11,10,chg,4.046,0.000,218,0,0
l,c:3,11,10,chg,3.984,0.000,259,0,0
l,c:4,11,10,chg,4.174,0.000,155,0,0
l,c:5,11,10,chg,4.178,0.000,151,0,0
l,c:6,11,9,chg,4.193,0.000,38,0,0
l,c:1,12,11,chg,4.048,0.000,220,0,0
l,c:2,12,11,chg,4.047,0.000,218,0,0
l,c:3,12,11,chg,3.989,0.000,259,0,0
l,c:4,12,11,chg,4.175,0.000,155,0,0
l,c:5,12,11,chg,4.179,0.000,151,0,0
l,c:6,12,10,chg,4.194,0.000,35,0,0
l,c:1,13,11,chg,4.043,0.000,215,0,0
l,c:2,13,11,chg,4.045,0.000,215,0,0
l,c:3,13,11,chg,3.986,0.000,250,0,0
l,c:4,13,11,chg,4.171,0.000,148,0,0
l,c:5,13,11,chg,4.174,0.000,145,0,0
l,c:6,13,11,chg,4.192,0.000,35,0,0
l,c:1,14,12,chg,4.049,0.000,215,0,0
l,c:2,14,12,chg,4.049,0.000,215,0,0
l,c:3,14,12,chg,3.991,0.000,250,0,0
l,c:4,14,12,chg,4.173,0.000,148,0,0
l,c:5,14,12,chg,4.175,0.000,145,0,0
l,c:6,14,11,chg,4.192,0.000,33,0,0
l,c:1,15,13,chg,4.051,0.000,215,0,0
l,c:2,15,13,chg,4.050,0.000,215,0,0
l,c:3,15,13,chg,3.996,0.000,250,0,0
l,c:4,15,13,chg,4.172,0.000,148,0,0
l,c:5,15,13,chg,4.176,0.000,145,0,0
l,c:6,15,12,chg,4.193,0.000,33,0,0
l,c:1,16,14,chg,4.048,0.000,212,0,0
l,c:2,16,14,chg,4.050,0.000,213,0,0
l,c:3,16,14,chg,3.996,0.000,243,0,0
l,c:4,16,14,chg,4.172,0.000,140,0,0
l,c:5,16,14,chg,4.176,0.000,137,0,0
l,c:6,16,13,chg,4.193,0.000,32,0,0
l,c:1,17,15,chg,4.051,0.000,212,0,0
l,c:2,17,15,chg,4.054,0.000,213,0,0
l,c:3,17,15,chg,4.001,0.000,243,0,0
l,c:4,17,15,chg,4.173,0.000,140,0,0
l,c:5,17,15,chg,4.179,0.000,137,0,0
l,c:6,17,14,chg,4.192,0.000,34,0,0
l,c:1,18,16,chg,4.053,0.000,212,0,0
l,c:2,18,16,chg,4.057,0.000,213,0,0
l,c:3,18,16,chg,4.007,0.000,243,0,0
l,c:4,18,16,chg,4.174,0.000,140,0,0
l,c:5,18,16,chg,4.177,0.000,137,0,0
l,c:6,18,15,chg,4.191,0.000,33,0,0
l,c:1,19,17,chg,4.053,0.000,211,0,0
l,c:2,19,17,chg,4.054,0.000,213,0,0
l,c:3,19,17,chg,4.008,0.000,240,0,0
l,c:4,19,17,chg,4.173,0.000,134,0,0
l,c:5,19,17,chg,4.177,0.000,132,0,0
l,c:6,19,16,chg,4.185,0.000,35,0,0
l,c:1,20,18,chg,4.056,0.000,211,0,0
l,c:2,20,18,chg,4.059,0.000,213,0,0
l,c:3,20,18,chg,4.013,0.000,240,0,0
l,c:4,20,18,chg,4.173,0.000,134,0,0
l,c:5,20,18,chg,4.178,0.000,132,0,0
l,c:6,20,16,chg,4.192,0.000,35,0,0
l,c:1,21,19,chg,4.059,0.000,211,0,0
l,c:2,21,19,chg,4.064,0.000,213,0,0
l,c:3,21,19,chg,4.017,0.000,240,0,0
l,c:4,21,19,chg,4.174,0.000,134,0,0
l,c:5,21,19,chg,4.180,0.000,132,0,0
l,c:6,21,17,chg,4.192,0.000,33,0,0
l,c:1,22,20,chg,4.058,0.000,211,0,0
l,c:2,22,20,chg,4.062,0.000,212,0,0
l,c:3,22,20,chg,4.017,0.000,236,0,0
l,c:4,22,20,chg,4.175,0.000,130,0,0
l,c:5,22,20,chg,4.178,0.000,124,0,0
l,c:6,22,18,chg,4.192,0.000,33,0,0
l,c:1,23,21,chg,4.062,0.000,211,0,0
l,c:2,23,21,chg,4.065,0.000,212,0,0
l,c:3,23,21,chg,4.023,0.000,236,0,0
l,c:4,23,21,chg,4.175,0.000,130,0,0
l,c:5,23,21,chg,4.179,0.000,124,0,0
l,c:6,23,19,chg,4.192,0.000,36,0,0
l,c:1,24,22,chg,4.064,0.000,211,0,0
l,c:2,24,22,chg,4.069,0.000,212,0,0
l,c:3,24,22,chg,4.028,0.000,236,0,0
l,c:4,24,22,chg,4.176,0.000,130,0,0
l,c:5,24,22,chg,4.181,0.000,124,0,0
l,c:6,24,20,chg,4.192,0.000,34,0,0
l,c:1,25,23,chg,4.062,0.000,209,0,0
l,c:2,25,23,chg,4.067,0.000,212,0,0
l,c:3,25,23,chg,4.027,0.000,232,0,0
l,c:4,25,23,chg,4.175,0.000,124,0,0
l,c:5,25,23,chg,4.180,0.000,120,0,0
l,c:6,25,21,chg,4.193,0.000,33,0,0
l,c:1,26,24,chg,4.067,0.000,209,0,0
l,c:2,26,24,chg,4.072,0.000,212,0,0
l,c:3,26,24,chg,4.033,0.000,232,0,0
l,c:4,26,24,chg,4.176,0.000,124,0,0
l,c:5,26,24,chg,4.180,0.000,120,0,0
l,c:6,26,21,chg,4.192,0.000,33,0,0
l,c:1,27,25,chg,4.070,0.000,209,0,0
l,c:2,27,25,chg,4.073,0.000,212,0,0
l,c:3,27,25,chg,4.037,0.000,232,0,0
l,c:4,27,25,chg,4.178,0.000,124,0,0
l,c:5,27,25,chg,4.181,0.000,120,0,0
l,c:6,27,22,chg,4.192,0.000,33,0,0
l,c:1,28,25,chg,4.068,0.000,208,0,0
l,c:2,28,25,chg,4.072,0.000,210,0,0
l,c:3,28,25,chg,4.038,0.000,229,0,0
l,c:4,28,25,chg,4.176,0.000,117,0,0
l,c:5,28,25,chg,4.181,0.000,116,0,0
l,c:6,28,23,chg,4.185,0.000,31,0,0
l,c:1,29,26,chg,4.073,0.000,208,0,0
l,c:2,29,26,chg,4.077,0.000,210,0,0
l,c:3,29,26,chg,4.042,0.000,229,0,0
l,c:4,29,26,chg,4.178,0.000,117,0,0
l,c:5,29,26,chg,4.182,0.000,116,0,0
l,c:6,29,24,chg,4.173,0.000,34,0,0
l,c:1,30,27,chg,4.076,0.000,208,0,0
l,c:2,30,27,chg,4.079,0.000,210,0,0
l,c:3,30,27,chg,4.045,0.000,229,0,0
l,c:4,30,27,chg,4.177,0.000,117,0,0
l,c:5,30,27,chg,4.183,0.000,116,0,0
l,c:6,30,25,chg,4.193,0.000,34,0,0
l,c:1,31,28,chg,4.075,0.000,210,0,0
l,c:2,31,28,chg,4.077,0.000,209,0,0
l,c:3,31,28,chg,4.044,0.000,226,0,0
l,c:4,31,28,chg,4.178,0.000,113,0,0
l,c:5,31,28,chg,4.182,0.000,109,0,0
l,c:6,31,26,chg,4.193,0.000,32,0,0
l,c:1,32,29,chg,4.078,0.000,210,0,0
l,c:2,32,29,chg,4.083,0.000,209,0,0
l,c:3,32,29,chg,4.047,0.000,226,0,0
l,c:4,32,29,chg,4.178,0.000,113,0,0
l,c:5,32,29,chg,4.183,0.000,109,0,0
l,c:6,32,27,chg,4.192,0.000,32,0,0
l,c:1,33,30,chg,4.081,0.000,210,0,0
l,c:2,33,30,chg,4.085,0.000,209,0,0
l,c:3,33,30,chg,4.051,0.000,226,0,0
l,c:4,33,30,chg,4.179,0.000,113,0,0
l,c:5,33,30,chg,4.183,0.000,109,0,0
l,c:6,33,27,chg,4.157,0.000,31,0,0
s,c:6,chg-end:  v=4.156 d=31
l,c:1,34,31,chg,4.080,0.000,207,0,0
l,c:2,34,31,chg,4.084,0.000,206,0,0
l,c:3,34,31,chg,4.049,0.000,224,0,0
l,c:4,34,31,chg,4.178,0.000,107,0,0
l,c:5,34,31,chg,4.182,0.000,105,0,0
l,c:6,34,27,pnd,4.155,0.000,31,0,0
l,c:1,35,32,chg,4.084,0.000,207,0,0
l,c:2,35,32,chg,4.088,0.000,206,0,0
l,c:3,35,32,chg,4.052,0.000,224,0,0
l,c:4,35,32,chg,4.179,0.000,107,0,0
l,c:5,35,32,chg,4.183,0.000,105,0,0
l,c:6,35,27,pnd,4.153,0.000,31,0,0
l,c:1,36,33,chg,4.087,0.000,207,0,0
l,c:2,36,33,chg,4.092,0.000,206,0,0
l,c:3,36,33,chg,4.054,0.000,224,0,0
l,c:4,36,33,chg,4.179,0.000,107,0,0
l,c:5,36,33,chg,4.185,0.000,105,0,0
l,c:6,36,27,pnd,4.153,0.000,31,0,0
s,c:6,dis v=4.152
l,c:1,37,34,chg,4.085,0.000,206,0,0
l,c:2,37,34,chg,4.090,0.000,207,0,0
l,c:3,37,34,chg,4.053,0.000,221,0,0
l,c:4,37,34,chg,4.179,0.000,103,0,0
l,c:5,37,34,chg,4.184,0.000,103,0,0
l,c:6,37,0,dis,3.915,0.011,31,0,0
l,c:1,38,35,chg,4.090,0.000,206,0,0
l,c:2,38,35,chg,4.094,0.000,207,0,0
l,c:3,38,35,chg,4.056,0.000,221,0,0
l,c:4,38,35,chg,4.180,0.000,103,0,0
l,c:5,38,35,chg,4.186,0.000,103,0,0
l,c:6,38,1,dis,3.892,0.027,31,0,0
l,c:1,39,36,chg,4.093,0.000,206,0,0
l,c:2,39,36,chg,4.096,0.000,207,0,0
l,c:3,39,36,chg,4.059,0.000,221,0,0
l,c:4,39,36,chg,4.181,0.000,103,0,0
l,c:5,39,36,chg,4.186,0.000,103,0,0
l,c:6,39,2,dis,3.875,0.043,31,0,0
l,c:1,40,37,chg,4.091,0.000,204,0,0
l,c:2,40,37,chg,4.095,0.000,206,0,0
l,c:3,40,37,chg,4.058,0.000,220,0,0
l,c:4,40,37,chg,4.180,0.000,99,0,0
l,c:5,40,37,chg,4.185,0.000,97,0,0
l,c:6,40,3,dis,3.866,0.055,31,124,0
l,c:1,41,38,chg,4.095,0.000,204,0,0
l,c:2,41,38,chg,4.100,0.000,206,0,0
l,c:3,41,38,chg,4.061,0.000,220,0,0
l,c:4,41,38,chg,4.182,0.000,99,0,0
l,c:5,41,38,chg,4.186,0.000,97,0,0
l,c:6,41,4,dis,3.850,0.071,31,124,0
l,c:1,42,39,chg,4.099,0.000,204,0,0
l,c:2,42,39,chg,4.103,0.000,206,0,0
l,c:3,42,39,chg,4.064,0.000,220,0,0
l,c:4,42,39,chg,4.182,0.000,99,0,0
l,c:5,42,39,chg,4.186,0.000,97,0,0
l,c:6,42,5,dis,3.839,0.087,31,124,0
l,c:1,43,40,chg,4.096,0.000,205,0,0
l,c:2,43,40,chg,4.100,0.000,203,0,0
l,c:3,43,40,chg,4.062,0.000,218,0,0
l,c:4,43,40,chg,4.181,0.000,93,0,0
l,c:5,43,40,chg,4.185,0.000,93,0,0
l,c:6,43,6,dis,3.831,0.099,31,132,0
l,c:1,44,41,chg,4.100,0.000,205,0,0
l,c:2,44,41,chg,4.105,0.000,203,0,0
l,c:3,44,41,chg,4.067,0.000,218,0,0
l,c:4,44,41,chg,4.182,0.000,93,0,0
l,c:5,44,41,chg,4.186,0.000,93,0,0
l,c:6,44,7,dis,3.818,0.115,31,132,0
l,c:1,45,42,chg,4.104,0.000,205,0,0
l,c:2,45,42,chg,4.109,0.000,203,0,0
l,c:3,45,42,chg,4.069,0.000,218,0,0
l,c:4,45,42,chg,4.180,0.000,93,0,0
l,c:5,45,42,chg,4.186,0.000,93,0,0
l,c:6,45,8,dis,3.806,0.130,31,132,0
l,c:1,46,42,chg,4.102,0.000,204,0,0
l,c:2,46,42,chg,4.106,0.000,202,0,0
l,c:3,46,42,chg,4.067,0.000,217,0,0
l,c:4,46,42,chg,4.181,0.000,89,0,0
l,c:5,46,42,chg,4.186,0.000,89,0,0
l,c:6,46,9,dis,3.801,0.143,31,140,0
l,c:1,47,43,chg,4.106,0.000,204,0,0
l,c:2,47,43,chg,4.110,0.000,202,0,0
l,c:3,47,43,chg,4.071,0.000,217,0,0
l,c:4,47,43,chg,4.182,0.000,89,0,0
l,c:5,47,43,chg,4.188,0.000,89,0,0
l,c:6,47,10,dis,3.786,0.158,31,140,0
l,c:1,48,44,chg,4.109,0.000,204,0,0
l,c:2,48,44,chg,4.113,0.000,202,0,0
l,c:3,48,44,chg,4.073,0.000,217,0,0
l,c:4,48,44,chg,4.182,0.000,89,0,0
l,c:5,48,44,chg,4.187,0.000,89,0,0
l,c:6,48,11,dis,3.774,0.173,31,140,0
l,c:1,49,45,chg,4.107,0.000,201,0,0
l,c:2,49,45,chg,4.113,0.000,202,0,0
l,c:3,49,45,chg,4.072,0.000,217,0,0
l,c:4,49,45,chg,4.182,0.000,88,0,0
l,c:5,49,45,chg,4.189,0.000,85,0,0
l,c:6,49,12,dis,3.768,0.186,31,144,0
l,c:1,50,46,chg,4.111,0.000,201,0,0
l,c:2,50,46,chg,4.115,0.000,202,0,0
l,c:3,50,46,chg,4.077,0.000,217,0,0
l,c:4,50,46,chg,4.182,0.000,88,0,0
l,c:5,50,46,chg,4.188,0.000,85,0,0
l,c:6,50,13,dis,3.754,0.201,31,144,0
l,c:1,51,47,chg,4.113,0.000,201,0,0
l,c:2,51,47,chg,4.119,0.000,202,0,0
l,c:3,51,47,chg,4.080,0.000,217,0,0
l,c:4,51,47,chg,4.183,0.000,88,0,0
l,c:5,51,47,chg,4.189,0.000,85,0,0
l,c:6,51,14,dis,3.742,0.216,31,144,0
l,c:1,52,48,chg,4.113,0.000,201,0,0
l,c:2,52,48,chg,4.118,0.000,200,0,0
l,c:3,52,48,chg,4.078,0.000,214,0,0
l,c:4,52,48,chg,4.183,0.000,84,0,0
l,c:5,52,48,chg,4.188,0.000,81,0,0
l,c:6,52,14,dis,3.738,0.229,31,150,0
l,c:1,53,49,chg,4.117,0.000,201,0,0
l,c:2,53,49,chg,4.123,0.000,200,0,0
l,c:3,53,49,chg,4.082,0.000,214,0,0
l,c:4,53,49,chg,4.183,0.000,84,0,0
l,c:5,53,49,chg,4.187,0.000,81,0,0
l,c:6,53,15,dis,3.724,0.244,31,150,0
l,c:1,54,50,chg,4.120,0.000,201,0,0
l,c:2,54,50,chg,4.125,0.000,200,0,0
l,c:3,54,50,chg,4.085,0.000,214,0,0
l,c:4,54,50,chg,4.185,0.000,84,0,0
l,c:5,54,50,chg,4.187,0.000,77,0,0
l,c:6,54,16,dis,3.711,0.259,31,150,0
l,c:1,55,51,chg,4.117,0.000,200,0,0
l,c:2,55,51,chg,4.124,0.000,200,0,0
l,c:3,55,51,chg,4.083,0.000,213,0,0
l,c:4,55,51,chg,4.184,0.000,82,0,0
l,c:5,55,51,chg,4.189,0.000,77,0,0
l,c:6,55,17,dis,3.708,0.271,31,155,0
l,c:1,56,52,chg,4.123,0.000,200,0,0
l,c:2,56,52,chg,4.128,0.000,200,0,0
l,c:3,56,52,chg,4.087,0.000,213,0,0
l,c:4,56,52,chg,4.183,0.000,82,0,0
l,c:5,56,52,chg,4.189,0.000,77,0,0
l,c:6,56,18,dis,3.695,0.286,31,155,0
l,c:1,57,53,chg,4.125,0.000,200,0,0
l,c:2,57,53,chg,4.131,0.000,200,0,0
l,c:3,57,53,chg,4.090,0.000,213,0,0
l,c:4,57,53,chg,4.183,0.000,76,0,0
l,c:5,57,53,chg,4.188,0.000,74,0,0
l,c:6,57,19,dis,3.684,0.301,31,155,0
l,c:1,58,54,chg,4.124,0.000,199,0,0
l,c:2,58,54,chg,4.130,0.000,199,0,0
l,c:3,58,54,chg,4.089,0.000,213,0,0
l,c:4,58,54,chg,4.184,0.000,76,0,0
l,c:5,58,54,chg,4.190,0.000,74,0,0
l,c:6,58,20,dis,3.681,0.313,31,159,0
l,c:1,59,55,chg,4.129,0.000,199,0,0
l,c:2,59,55,chg,4.135,0.000,199,0,0
l,c:3,59,55,chg,4.093,0.000,213,0,0
l,c:4,59,55,chg,4.184,0.000,76,0,0
l,c:5,59,54,chg,4.174,0.000,73,0,0
l,c:6,59,21,dis,3.669,0.328,31,159,0
l,c:1,60,56,chg,4.132,0.000,199,0,0
l,c:2,60,56,chg,4.137,0.000,199,0,0
l,c:3,60,56,chg,4.095,0.000,213,0,0
l,c:4,60,55,chg,4.183,0.000,75,0,0
l,c:5,60,55,chg,4.190,0.000,73,0,0
l,c:6,60,22,dis,3.658,0.343,31,159,0
l,c:1,61,56,chg,4.130,0.000,199,0,0
l,c:2,61,56,chg,4.136,0.000,198,0,0
l,c:3,61,56,chg,4.093,0.000,208,0,0
l,c:4,61,56,chg,4.185,0.000,75,0,0
l,c:5,61,56,chg,4.191,0.000,73,0,0
l,c:6,61,23,dis,3.656,0.355,31,163,0
l,c:1,62,57,chg,4.136,0.000,199,0,0
l,c:2,62,57,chg,4.141,0.000,198,0,0
l,c:3,62,57,chg,4.098,0.000,208,0,0
l,c:4,62,57,chg,4.183,0.000,73,0,0
l,c:5,62,57,chg,4.190,0.000,70,0,0
l,c:6,62,24,dis,3.643,0.370,31,163,0
l,c:1,63,58,chg,4.137,0.000,199,0,0
l,c:2,63,58,chg,4.144,0.000,198,0,0
l,c:3,63,58,chg,4.100,0.000,208,0,0
l,c:4,63,58,chg,4.186,0.000,73,0,0
l,c:5,63,58,chg,4.192,0.000,70,0,0
l,c:6,63,25,dis,3.634,0.384,31,163,0
l,c:1,64,59,chg,4.136,0.000,198,0,0
l,c:2,64,59,chg,4.142,0.000,198,0,0
l,c:3,64,59,chg,4.098,0.000,210,0,0
l,c:4,64,59,chg,4.185,0.000,73,0,0
l,c:5,64,59,chg,4.190,0.000,68,0,0
l,c:6,64,26,dis,3.633,0.396,31,162,0
l,c:1,65,60,chg,4.140,0.000,198,0,0
l,c:2,65,60,chg,4.146,0.000,198,0,0
l,c:3,65,60,chg,4.103,0.000,210,0,0
l,c:4,65,60,chg,4.185,0.000,70,0,0
l,c:5,65,60,chg,4.192,0.000,68,0,0
l,c:6,65,27,dis,3.620,0.411,31,162,0
l,c:1,66,61,chg,4.143,0.000,198,0,0
l,c:2,66,61,chg,4.147,0.000,198,0,0
l,c:3,66,61,chg,4.106,0.000,210,0,0
l,c:4,66,61,chg,4.186,0.000,70,0,0
l,c:5,66,61,chg,4.151,0.000,66,0,0
l,c:6,66,28,dis,3.611,0.426,31,162,0
l,c:1,67,62,chg,4.142,0.000,196,0,0
l,c:2,67,62,chg,4.147,0.000,195,0,0
l,c:3,67,62,chg,4.103,0.000,208,0,0
l,c:4,67,62,chg,4.185,0.000,68,0,0
l,c:5,67,62,chg,4.192,0.000,66,0,0
l,c:6,67,28,dis,3.611,0.438,31,167,0
l,c:1,68,63,chg,4.147,0.000,196,0,0
l,c:2,68,63,chg,4.149,0.000,195,0,0
l,c:3,68,63,chg,4.108,0.000,208,0,0
l,c:4,68,63,chg,4.185,0.000,68,0,0
l,c:5,68,63,chg,4.193,0.000,66,0,0
l,c:6,68,29,dis,3.598,0.452,31,167,0
l,c:1,69,64,chg,4.150,0.000,196,0,0
l,c:2,69,64,chg,4.149,0.000,195,0,0
l,c:3,69,64,chg,4.110,0.000,208,0,0
l,c:4,69,64,chg,4.184,0.000,63,0,0
l,c:5,69,64,chg,4.193,0.000,64,0,0
l,c:6,69,30,dis,3.590,0.467,31,167,0
l,c:1,70,65,chg,4.149,0.000,197,0,0
l,c:2,70,65,chg,4.149,0.000,189,0,0
l,c:3,70,65,chg,4.109,0.000,206,0,0
l,c:4,70,65,chg,4.186,0.000,63,0,0
l,c:5,70,65,chg,4.193,0.000,64,0,0
l,c:6,70,31,dis,3.589,0.479,31,169,0
l,c:1,71,66,chg,4.151,0.000,197,0,0
l,c:2,71,66,chg,4.150,0.000,189,0,0
l,c:3,71,66,chg,4.114,0.000,206,0,0
l,c:4,71,66,chg,4.123,0.000,63,0,0
l,c:5,71,66,chg,4.192,0.000,61,0,0
l,c:6,71,32,dis,3.579,0.493,31,169,0
l,c:1,72,67,chg,4.152,0.000,197,0,0
l,c:2,72,67,chg,4.151,0.000,189,0,0
l,c:3,72,67,chg,4.117,0.000,206,0,0
l,c:4,72,67,chg,4.186,0.000,63,0,0
l,c:5,72,67,chg,4.193,0.000,61,0,0
l,c:6,72,33,dis,3.570,0.507,31,169,0
l,c:1,73,68,chg,4.152,0.000,191,0,0
l,c:2,73,68,chg,4.151,0.000,185,0,0
l,c:3,73,68,chg,4.114,0.000,205,0,0
l,c:4,73,67,chg,4.186,0.000,63,0,0
l,c:5,73,67,chg,4.192,0.000,59,0,0
l,c:6,73,34,dis,3.570,0.519,31,171,0
l,c:1,74,69,chg,4.153,0.000,191,0,0
l,c:2,74,69,chg,4.153,0.000,185,0,0
l,c:3,74,69,chg,4.119,0.000,205,0,0
l,c:4,74,68,chg,4.187,0.000,60,0,0
l,c:5,74,68,chg,4.191,0.000,59,0,0
l,c:6,74,35,dis,3.556,0.534,31,171,0
l,c:1,75,70,chg,4.154,0.000,191,0,0
l,c:2,75,70,chg,4.153,0.000,185,0,0
l,c:3,75,70,chg,4.121,0.000,205,0,0
l,c:4,75,69,chg,4.186,0.000,60,0,0
l,c:5,75,69,chg,4.192,0.000,57,0,0
l,c:6,75,36,dis,3.549,0.548,31,171,0
l,c:1,76,71,chg,4.154,0.000,186,0,0
l,c:2,76,71,chg,4.152,0.000,180,0,0
l,c:3,76,71,chg,4.120,0.000,205,0,0
l,c:4,76,70,chg,4.188,0.000,59,0,0
l,c:5,76,70,chg,4.192,0.000,57,0,0
l,c:6,76,37,dis,3.549,0.560,31,174,0
l,c:1,77,72,chg,4.154,0.000,186,0,0
l,c:2,77,72,chg,4.154,0.000,180,0,0
l,c:3,77,72,chg,4.125,0.000,205,0,0
l,c:4,77,71,chg,4.187,0.000,59,0,0
l,c:5,77,71,chg,4.192,0.000,56,0,0
l,c:6,77,38,dis,3.537,0.574,31,174,0
l,c:1,78,73,chg,4.154,0.000,186,0,0
l,c:2,78,73,chg,4.152,0.000,180,0,0
l,c:3,78,73,chg,4.126,0.000,205,0,0
l,c:4,78,72,chg,4.186,0.000,57,0,0
l,c:5,78,72,chg,4.193,0.000,56,0,0
l,c:6,78,39,dis,3.528,0.588,31,174,0
l,c:1,79,73,chg,4.154,0.000,181,0,0
l,c:2,79,73,chg,4.154,0.000,176,0,0
l,c:3,79,73,chg,4.126,0.000,203,0,0
l,c:4,79,73,chg,4.153,0.000,57,0,0
l,c:5,79,73,chg,4.192,0.000,55,0,0
l,c:6,79,40,dis,3.528,0.600,31,179,0
l,c:1,80,74,chg,4.156,0.000,181,0,0
l,c:2,80,74,chg,4.154,0.000,176,0,0
l,c:3,80,74,chg,4.130,0.000,203,0,0
l,c:4,80,74,chg,4.187,0.000,57,0,0
l,c:5,80,74,chg,4.193,0.000,54,0,0
l,c:6,80,41,dis,3.518,0.614,31,179,0
l,c:1,81,75,chg,4.156,0.000,181,0,0
l,c:2,81,75,chg,4.155,0.000,176,0,0
l,c:3,81,75,chg,4.134,0.000,203,0,0
l,c:4,81,75,chg,4.186,0.000,55,0,0
l,c:5,81,75,chg,4.193,0.000,54,0,0
l,c:6,81,42,dis,3.510,0.629,31,179,0
